UTC,bct_wdt_2sec_cnt,bct_reset_armed,bct_wdt_stat,bct_wdt_en,bct_table_select,bct_boot_relay,bct_l0_acpt_cnt,bct_l0_rjct_cnt,bct_hw_sec_cnt,bct_time_tag,bct_pld_tlm_ack_cnt,bct_pld_cmd_cnt,bct_pld_tlm_to_cnt,bct_pld_tlm_nak_cnt,bct_spare_end,bct_cmd_status,bct_realtime_cmd_accept_count,bct_realtime_cmd_reject_count,bct_stored_cmd_accept_count,bct_stored_cmd_reject_count,bct_macros_executing_pack_bit8,bct_macros_executing_pack1,bct_macros_executing_pack_bit7,bct_macros_executing_pack_bit6,bct_macros_executing_pack_bit5,bct_macros_executing_pack_bit4,bct_macros_executing_pack_bit3,bct_macros_executing_pack_bit2,bct_macros_executing_pack_bit1,bct_macros_executing_pack2,bct_macros_executing_pack_bit16,bct_macros_executing_pack_bit15,bct_macros_executing_pack_bit14,bct_macros_executing_pack_bit13,bct_macros_executing_pack_bit12,bct_macros_executing_pack_bit11,bct_macros_executing_pack_bit10,bct_macros_executing_pack_bit9,bct_scrub_status_overall,bct_scrub_count,bct_image_booted,bct_image_auto_failover,bct_tai_seconds,bct_time_valid,bct_position_wrt_eci1,bct_position_wrt_eci2,bct_position_wrt_eci3,bct_velocity_wrt_eci1,bct_velocity_wrt_eci2,bct_velocity_wrt_eci3,bct_nadir_vector_body1,bct_nadir_vector_body2,bct_nadir_vector_body3,bct_sun_vector_body1,bct_sun_vector_body2,bct_sun_vector_body3,bct_sun_position_wrt_eci1,bct_sun_position_wrt_eci2,bct_sun_position_wrt_eci3,bct_moon_position_wrt_eci1,bct_moon_position_wrt_eci2,bct_moon_position_wrt_eci3,bct_refs_valid,bct_esm_valid,bct_run_low_rate_task,bct_q_body_wrt_eci1,bct_q_body_wrt_eci2,bct_q_body_wrt_eci3,bct_q_body_wrt_eci4,bct_body_rate1,bct_body_rate1_dps,bct_body_rate1_rpm,bct_body_rate2,bct_body_rate2_dps,bct_body_rate2_rpm,bct_body_rate3,bct_body_rate3_dps,bct_body_rate3_rpm,bct_bad_att_timer,bct_bad_rate_timer,bct_reinit_count,bct_attitude_valid,bct_meas_att_valid,bct_meas_rate_valid,bct_tracker_used,bct_hr_cycle_safe_mode,bct_rotisserie_rate,bct_rotisserie_rate_dps,bct_rotisserie_rate_rpm,bct_adcs_mode,bct_safe_mode_reason,bct_recommend_sun_point,bct_filtered_speed_rpm1,bct_filtered_speed_rpm2,bct_filtered_speed_rpm3,bct_operating_mode1,bct_operating_mode2,bct_operating_mode3,bct_operating_mode,bct_star_id_step,bct_att_status,bct_det_timeout_count,bct_num_attitude_stars,bct_position_error1,bct_position_error2,bct_position_error3,bct_eigen_error,bct_time_into_search,bct_wait_timer,bct_sun_point_angle_error,bct_sun_point_state,bct_momentum_vector_body1,bct_momentum_vector_body2,bct_momentum_vector_body3,bct_total_momentum_mag,bct_duty_cycle1,bct_duty_cycle2,bct_duty_cycle3,bct_torque_rod_mode1,bct_torque_rod_mode2,bct_torque_rod_mode3,bct_mag_source_used,bct_momentum_vector_valid,bct_sun_vector_status,bct_css_invalid_count,bct_sun_sensor_used,bct_mag_vector_body1,bct_mag_vector_body2,bct_mag_vector_body3,bct_mag_invalid_count,bct_mag_vector_valid,bct_mag_sensor_used,bct_imu_invalid_count,bct_new_packet_count,bct_imu_vector_valid,bct_hr_run_count,bct_hr_exec_time_ms1,bct_hr_exec_time_ms2,bct_hr_exec_time_ms3,bct_hr_exec_time_ms4,bct_hr_exec_time_ms5,bct_payload_sec_since_last_tlm,bct_payload_tlm_rx_count,bct_payload_tlm_ack_count,bct_payload_tlm_nak_count,bct_voltage_12p0,bct_voltage_8p0,bct_voltage_5p0,bct_voltage_3p3,bct_det_temp,bct_det2_temp,bct_box1_temp,bct_imu_temp,bct_motor1_temp,bct_motor2_temp,bct_motor3_temp,bct_bus_voltage,bct_battery_voltage,bct_battery_current,bct_battery1_temp,bct_battery2_temp,bct_user_analog1,bct_user_analog2,bct_cycles_since_crc_data,bct_gps_lock_count,bct_gps_valid,bct_gps_enable,bct_latched_resp_fire_pack1,bct_latched_resp_fire_pack_bit8,bct_latched_resp_fire_pack_bit7,bct_latched_resp_fire_pack_bit6,bct_latched_resp_fire_pack_bit5,bct_latched_resp_fire_pack_bit4,bct_latched_resp_fire_pack_bit3,bct_latched_resp_fire_pack_bit2,bct_latched_resp_fire_pack_bit1,bct_latched_resp_fire_pack2,bct_latched_resp_fire_pack_bit16,bct_latched_resp_fire_pack_bit15,bct_latched_resp_fire_pack_bit14,bct_latched_resp_fire_pack_bit13,bct_latched_resp_fire_pack_bit12,bct_latched_resp_fire_pack_bit11,bct_latched_resp_fire_pack_bit10,bct_latched_resp_fire_pack_bit9,bct_sd_minute_cur,bct_sd_percent_used_total,bct_sd_percent_used_fsw,bct_sd_percent_used_soh,bct_sd_percent_used_line,bct_sd_percent_used_tbl,bct_sd_percent_used_pay,bct_sdr_tx_frames,bct_sdr_rx_frames,bct_sdr_tx,bct_sdr_tx_power,bct_sdr_rx_lock,bct_sdr_rx_power,bct_sdr_rx_freq_offset,bct_sdr_temp,bct_sdr_comm_error,bct_sq_channel,bct_sq_trap_count,bct_sq_temp,bct_aid_status1,bct_aid_status_bit8,bct_aid_status_bit7,bct_aid_status_bit6,bct_aid_status_bit5,bct_aid_status_bit4,bct_aid_status_bit3,bct_aid_status_bit2,bct_aid_status_bit1,bct_aid_status2,bct_aid_status_bit16,bct_aid_status_bit15,bct_aid_status_bit14,bct_aid_status_bit13,bct_aid_status_bit12,bct_aid_status_bit11,bct_aid_status_bit10,bct_aid_status_bit9,bct_star_id_status,bct_io24_out_,bct_io23_out_,bct_io22_out_rel2_en,bct_io21_out_,bct_io20_out_pld_htr_vbus,bct_io19_out_pld_htr_vbus,bct_io18_out_rel1_en,bct_io17_in_boot_red,bct_io16_in_bat_chg_stat,bct_io15_out_det2,bct_io14_out_12v_mode,bct_io13_in_,bct_io12_out_12v_en,bct_io11_in_sep_mon,bct_io10_out_pld_rst_req,bct_io9_out_pld_vbus
2018/344-18:36:11,128,1,1,0,0,0,0,0,221,2964365144,0,162,0,0,0,0,37,0,229,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782208.2,1,3937.765063,5620.047959,-1199.54514,1.598923685,0.456927105,7.37830103,0.513359987,-0.354799991,-0.771759981,0,0,0.99999997,-29637255.77,-132402145.7,-57396114.16,184647.4868,-329213.2869,-142927.2427,1,1,0,-0.43123672,-0.345336715,-0.650625789,0.52102158,-2.78E-05,-0.001593969,-0.000265661,-6.83E-05,-0.003915594,-0.000652599,3.77E-05,0.002160051,0.000360008,0,0,21,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,65.20000163,-142.4000036,-142.4000036,1,1,1,3,0,0,7,56,-2.54E-07,-2.19E-06,2.79E-06,3.56E-06,0,109,180.9989879,7,0.0002,0.0002,0.0002,0.0005,9,10,0,3,3,3,5,1,2,0,3,7.04E-06,5.87E-06,2.53E-05,0,1,3,0,50,1,936610,8,8,8,8,8,187852,0,0,0,11.9,7.9,4.975,3.345000223,3.20000004,2.40000003,-4.434999911,4.704999906,-2.189999956,-1.819999964,-2.844999943,12.048,12.0200006,0.822000041,10.1199998,7.729999845,-9.24500037,-9.908500396,2034,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54269,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:37:11,128,1,1,0,0,0,0,0,25,1507369703,0,222,0,0,0,0,37,0,229,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782268.2,1,4025.268839,5635.507078,-717.9067441,1.316832695,0.058189535,7.447708675,0.456519989,-0.38699999,-0.80111998,0,0,0.99999997,-29635475.2,-132402469.1,-57396254.44,184699.8106,-329187.7067,-142921.9363,1,1,0,-0.431227072,-0.345324115,-0.650638707,0.521021786,-0.00021248,-0.012174207,-0.002029035,0.00014095,0.00807584,0.001345973,-2.55E-05,-0.001463048,-0.000243841,0,0,21,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,36.40000091,-149.6000037,-160.400004,1,1,1,3,0,0,7,58,2.59E-05,-3.62E-05,1.65E-05,4.75E-05,0,109,180.9989879,7,0,0.0004,0.0002,0.0005,10,8,4,3,3,3,5,1,2,0,3,1.17E-05,4.66E-06,2.25E-05,0,1,3,0,50,1,936910,9,9,9,9,9,187400,0,0,0,11.9,7.9,4.975,3.345000223,3.20000004,2.40000003,-4.669999907,4.564999909,-2.434999951,-2.00499996,-3.034999939,12.043,12.0160006,0.816000041,10.68999979,8.089999838,-9.634000385,-10.26500041,2334,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54270,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:39:11,128,1,1,0,0,0,0,0,145,3059132945,0,86,0,0,0,0,37,0,231,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782388.2,1,4148.677053,5594.63756,143.0027728,0.737052215,-0.738389775,7.49119868,0.336999992,-0.40575999,-0.849559979,0,0,0.99999997,-29631914.12,-132403116,-57396535.01,184804.446,-329136.5249,-142911.3139,1,1,0,-0.431220719,-0.345402938,-0.650571792,0.521058351,7.23E-05,0.004142198,0.000690366,-3.51E-05,-0.00201366,-0.00033561,-4.43E-05,-0.002535911,-0.000422652,0,0,21,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,-2.80000007,-148.8000037,-214.8000054,1,1,1,3,0,0,7,57,-0.000138654,7.66E-05,-1.90E-05,0.00015955,0,109,180.9989879,7,0,0.0002,0.0004,0.0005,1,22,7,3,3,3,5,1,2,0,3,1.96E-05,9.45E-07,1.53E-05,0,1,3,0,50,1,937510,11,11,11,11,11,187520,0,0,0,11.9,7.9,4.975,3.345000223,3.20000004,1.60000002,-5.179999896,4.229999915,-2.624999947,-2.314999954,-3.454999931,12.029,12.0000006,0.826000041,11.65999977,8.814999824,-9.869000395,-10.50450042,2934,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54272,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:40:11,128,1,1,0,0,0,0,0,205,1766239648,0,146,0,0,0,0,37,0,231,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782448.2,1,4184.056471,5538.481343,591.8508504,0.441845455,-1.132819425,7.465091635,0.275119993,-0.41243999,-0.868439978,0,0,0.99999997,-29630133.55,-132403439.3,-57396675.3,184856.7574,-329110.9231,-142905.9979,1,1,0,-0.431221097,-0.345332418,-0.650623448,0.521040282,0.000514,0.029450031,0.004908338,3.98E-05,0.002281518,0.000380253,2.93E-06,0.00016759,2.79E-05,0,0,21,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,-65.20000163,-162.0000041,-252.8000063,1,1,1,3,0,0,7,58,1.60E-05,-2.50E-05,2.02E-06,2.97E-05,0,109,180.9989879,7,0,0.0004,0.0004,0.0005,2,22,6,3,3,3,5,1,2,0,3,2.36E-05,-8.50E-07,1.34E-05,0,1,3,0,50,1,937810,7,7,7,7,7,187580,0,0,0,11.9,7.9,4.975,3.330000222,3.20000004,1.60000002,-5.414999892,4.049999919,-2.814999944,-2.469999951,-3.644999927,12.019,11.9900006,0.834000042,12.10999976,9.184999816,-9.790500392,-10.50450042,3234,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54273,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:42:11,128,1,1,0,0,0,0,0,69,8172747,0,10,0,0,0,0,37,0,231,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782568.2,1,4201.41773,5355.921072,1480.082486,-0.15288507,-1.905519805,7.317741915,0.147919996,-0.420639989,-0.895079978,0,0,0.99999997,-29626572.34,-132404086,-57396955.8,184961.368,-329059.6981,-142895.3569,1,1,0,-0.431209645,-0.345361177,-0.650598907,0.521061342,0.000170825,0.009787552,0.001631259,-9.96E-05,-0.005703795,-0.000950632,1.69E-05,0.000968299,0.000161383,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,-50.40000126,-176.4000044,-335.2000084,1,1,1,3,0,0,7,60,-4.56E-05,4.19E-06,-8.60E-06,4.66E-05,0,109,180.9989879,7,0,0.0004,0.0006,0.0005,2,12,13,3,3,3,5,1,2,0,3,2.74E-05,-5.55E-06,2.00E-07,0,1,3,0,50,1,938410,12,12,12,12,12,187700,0,0,0,11.9,7.9,4.975,3.345000223,3.20000004,1.60000002,-5.899999882,3.669999927,-3.389999932,-2.814999944,-4.039999919,11.913,11.88600059,1.580000079,12.85999974,9.929999801,-9.75100039,-10.54450042,3834,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54275,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:44:11,128,1,1,0,0,0,0,0,189,2567879669,0,130,0,0,0,0,37,0,233,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782688.2,1,4147.473273,5082.457846,2343.126683,-0.74488692,-2.64570853,7.04591075,0.01824,-0.421599989,-0.906599977,0,0,0.99999997,-29623011.2,-132404732.7,-57397236.3,185065.9617,-329008.4443,-142884.7033,1,1,0,-0.431222886,-0.345345322,-0.650605376,0.521052814,-0.00010049,-0.005757653,-0.000959609,-7.02E-05,-0.004024169,-0.000670695,3.12E-05,0.001785909,0.000297652,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,-1.60000004,-179.6000045,-418.0000105,1,1,1,3,0,0,7,59,2.37E-05,1.32E-05,-3.81E-06,2.74E-05,0,109,180.9989879,7,0,0.0004,0.0008,0.001,5,5,16,3,3,3,5,1,2,0,3,2.69E-05,-9.59E-06,-8.76E-06,0,1,3,0,50,1,939010,10,10,10,10,10,187820,0,0,0,11.9,7.9,4.975,3.345000223,2.40000003,0.80000001,-6.394999872,3.279999934,-3.744999925,-3.194999936,-4.404999912,11.98,11.9540006,0.826000041,13.70499973,10.64499979,-8.899000356,-10.30450041,4434,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54277,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:45:11,128,1,1,0,0,0,0,0,249,1258798980,0,190,0,0,0,0,37,0,233,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782748.2,1,4094.006555,4913.037234,2760.593262,-1.03669702,-2.999635425,6.864708645,-0.046839999,-0.41963999,-0.906479977,0,0,0.99999997,-29621230.62,-132405056,-57397376.51,185118.2525,-328982.8068,-142879.3719,1,1,0,-0.431176624,-0.345383825,-0.650576829,0.52110122,0.00025325,0.014510156,0.002418359,-6.07E-05,-0.003477854,-0.000579642,-1.11E-05,-0.000635697,-0.000105949,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,3.60000009,-180.4000045,-454.4000114,1,1,1,3,0,0,7,60,-0.000124362,-1.15E-05,-2.64E-05,0.000127661,0,109,180.9989879,7,0.0002,0.0004,0.0008,0.001,9,3,11,3,3,3,5,1,2,0,3,2.42E-05,-1.06E-05,-1.42E-05,0,1,3,0,50,1,939310,11,11,11,11,11,187880,0,0,0,11.9,7.9,4.975,3.345000223,2.40000003,0.80000001,-6.644999867,3.084999938,-3.839999923,-3.389999932,-4.604999908,11.976,11.9500006,0.824000041,14.06499972,10.97999978,-9.869000395,-10.82650043,4734,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54278,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:47:11,128,1,1,0,0,0,0,0,113,237094575,0,54,0,0,0,0,37,0,235,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782868.2,1,3935.234543,4512.431574,3558.546282,-1.605059065,-3.667623175,6.415662015,-0.176159996,-0.40987999,-0.894959978,0,0,0.99999997,-29617669.41,-132405702.5,-57397656.87,185222.8215,-328931.5098,-142868.6995,1,1,0,-0.431187837,-0.345376027,-0.65059502,0.521074398,-3.73E-05,-0.002138851,-0.000356475,-4.54E-05,-0.002601228,-0.000433538,-4.59E-05,-0.002628444,-0.000438074,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,53.20000133,-174.8000044,-502.8000126,1,1,1,3,0,0,7,59,-4.32E-05,6.43E-06,2.29E-05,4.93E-05,0,109,180.9989879,7,0,0.0004,0.001,0.001,16,0,12,3,3,3,5,1,2,0,3,1.84E-05,-1.53E-05,-2.11E-05,0,1,3,0,50,1,939910,14,13,13,13,13,188000,0,0,0,11.9,7.9,4.975,3.330000222,2.40000003,0,-7.149999857,2.664999947,-4.404999912,-3.744999925,-4.9749999,11.952,11.9260006,0.830000042,14.71999971,11.63999977,-8.593500344,-10.34450041,5334,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54280,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:49:11,128,1,1,0,0,0,0,0,233,3701919180,0,174,0,0,0,0,37,0,235,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597782988.2,1,3709.735555,4035.309018,4295.995845,-2.147237825,-4.27311557,5.857771405,-0.302519992,-0.39327999,-0.868239978,0,0,0.99999997,-29614108.19,-132406348.9,-57397937.3,185327.3739,-328880.184,-142858.0147,1,1,0,-0.431191045,-0.345368691,-0.650595596,0.521075888,-7.26E-05,-0.004161965,-0.000693661,-6.55E-05,-0.003755452,-0.000625909,1.45E-05,0.000829643,0.000138274,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,107.6000027,-174.0000044,-527.6000132,1,1,1,3,0,0,7,58,-7.18E-06,1.03E-05,2.32E-05,2.64E-05,0,109,180.9989879,7,0.0002,0.0004,0.001,0.001,23,3,5,3,3,3,5,1,2,0,3,1.00E-05,-1.79E-05,-2.90E-05,0,1,3,0,50,1,940510,11,11,11,11,11,188120,0,0,0,11.9,7.9,4.975,3.345000223,1.60000002,0,-7.659999847,2.249999955,-4.904999902,-4.169999917,-5.349999893,11.845,11.82000059,1.59600008,15.26999969,12.23499976,-8.367500335,-10.22500041,5934,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54282,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:51:11,128,1,1,0,0,0,0,0,97,1537791223,0,38,0,0,0,0,37,0,237,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597783108.2,1,3421.364889,3489.794166,4960.439752,-2.65209841,-4.805893285,5.20064613,-0.423719989,-0.349559991,-0.826759979,0,0,0.99999997,-29610546.91,-132406995.2,-57398217.66,185431.9097,-328828.8296,-142847.3175,1,1,0,-0.43118149,-0.345379107,-0.650581578,0.521094222,-0.00011034,-0.006322016,-0.001053669,-1.96E-05,-0.001124716,-0.000187453,-1.76E-05,-0.001007833,-0.000167972,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,156.0000039,-184.4000046,-535.6000134,1,1,1,3,0,0,7,60,-3.21E-05,1.75E-05,1.09E-05,3.82E-05,0,109,180.9989879,7,0.0002,0.0004,0.001,0.001,21,3,2,3,3,3,5,1,2,0,3,-2.00E-08,-1.91E-05,-3.27E-05,0,1,3,0,50,1,941110,13,13,13,13,13,188240,0,0,0,11.9,7.9,4.975,3.345000223,1.60000002,-0.80000001,-8.179999836,1.819999964,-5.314999894,-4.534999909,-5.799999884,11.831,11.80200059,1.588000079,15.84499968,12.77999974,-9.400000376,-10.78600043,6534,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54284,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:52:11,128,1,1,0,0,0,0,0,157,912971923,0,98,0,0,0,0,37,0,237,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597783168.2,1,3255.100137,3194.2477,5261.715317,-2.88809202,-5.042165305,4.8383296,-0.481759988,-0.356079991,-0.80067998,0,0,0.99999997,-29608766.34,-132407318.4,-57398357.8,185484.1713,-328803.1414,-142841.9643,1,1,0,-0.431176179,-0.345384086,-0.650579346,0.521098273,5.32E-05,0.003045844,0.000507641,-1.81E-05,-0.001034762,-0.00017246,5.47E-05,0.00313322,0.000522203,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,164.8000041,-191.2000048,-532.8000133,1,1,1,3,0,0,7,60,-3.65E-05,1.92E-05,1.62E-05,4.43E-05,0,109,180.9989879,7,0.0004,0.0004,0.001,0.001,20,7,7,3,3,3,5,1,2,0,3,-4.81E-06,-1.96E-05,-3.23E-05,0,1,3,0,50,1,941410,9,9,9,9,9,188300,0,0,0,11.9,7.9,4.975,3.345000223,1.60000002,-0.80000001,-8.444999831,1.604999968,-5.51999989,-4.669999907,-6.074999879,11.816,11.78600059,1.582000079,16.09999968,13.07999974,-4.596000184,-10.30450041,6834,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54285,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:53:11,128,1,1,0,0,0,0,0,217,338287650,0,158,0,0,0,0,37,0,237,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597783228.2,1,3075.039826,2885.162936,5540.629823,-3.11178889,-5.257011735,4.45554326,-0.537759987,-0.339359992,-0.771279981,0,0,0.99999997,-29606985.69,-132407641.5,-57398497.94,185536.4289,-328777.4462,-142836.6079,1,1,0,-0.431192744,-0.345351476,-0.65058064,0.521104563,-5.82E-05,-0.003334614,-0.000555769,-1.55E-05,-0.00089009,-0.000148348,4.22E-05,0.002418741,0.000403124,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,184.4000046,-195.2000049,-523.6000131,1,1,1,3,0,0,7,58,3.12E-05,5.88E-06,-2.49E-05,4.03E-05,0,109,180.9989879,7,0.0004,0.0004,0.001,0.001,17,3,7,3,3,3,5,1,2,0,3,-1.00E-05,-2.12E-05,-3.55E-05,0,1,3,0,50,1,941710,11,10,11,11,11,188360,0,0,0,11.9,7.9,4.975,3.345000223,0.80000001,-0.80000001,-8.709999826,1.389999972,-5.764999885,-4.839999903,-6.324999873,11.841,11.81600059,1.294000065,16.37999967,13.32499973,-8.899000356,-10.78600043,7134,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54286,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-18:54:11,128,1,1,0,0,0,0,0,21,4002275248,0,218,0,0,0,0,37,0,237,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,52,0,0,597783288.2,1,2882.093576,2563.852832,5796.00363,-3.322250785,-5.44953584,4.05391724,-0.591479985,-0.323519992,-0.738559982,0,0,0.99999997,-29605205.05,-132407964.6,-57398638.08,185588.6821,-328751.7438,-142831.2483,1,1,0,-0.431196687,-0.345343288,-0.650585873,0.521100194,8.20E-05,0.004698827,0.000783138,-1.14E-05,-0.000651453,-0.000108576,1.37E-05,0.000786671,0.000131112,0,0,21,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,201.600005,-199.200005,-519.200013,1,1,1,3,0,0,7,59,6.58E-05,5.52E-06,-1.82E-05,6.85E-05,0,109,180.9989879,7,0.0004,0.0004,0.001,0.001,15,8,11,3,3,3,5,1,2,0,3,-1.43E-05,-1.97E-05,-3.28E-05,0,1,3,0,50,1,942010,12,12,12,12,12,188420,0,0,0,11.9,7.9,4.975,3.330000222,0.80000001,-0.80000001,-8.934999821,1.164999977,-5.934999881,-5.0099999,-6.534999869,11.797,11.77600059,1.60000008,16.61499967,13.56499973,-10.1060004,-11.48000046,7434,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54287,31,81,84,1,1,0,429,0,1,35,0,-128,0,-1,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
