UTC,bct_wdt_2sec_cnt,bct_reset_armed,bct_wdt_stat,bct_wdt_en,bct_table_select,bct_boot_relay,bct_l0_acpt_cnt,bct_l0_rjct_cnt,bct_hw_sec_cnt,bct_time_tag,bct_pld_tlm_ack_cnt,bct_pld_cmd_cnt,bct_pld_tlm_to_cnt,bct_pld_tlm_nak_cnt,bct_spare_end,bct_cmd_status,bct_realtime_cmd_accept_count,bct_realtime_cmd_reject_count,bct_stored_cmd_accept_count,bct_stored_cmd_reject_count,bct_macros_executing_pack_bit8,bct_macros_executing_pack1,bct_macros_executing_pack_bit7,bct_macros_executing_pack_bit6,bct_macros_executing_pack_bit5,bct_macros_executing_pack_bit4,bct_macros_executing_pack_bit3,bct_macros_executing_pack_bit2,bct_macros_executing_pack_bit1,bct_macros_executing_pack2,bct_macros_executing_pack_bit16,bct_macros_executing_pack_bit15,bct_macros_executing_pack_bit14,bct_macros_executing_pack_bit13,bct_macros_executing_pack_bit12,bct_macros_executing_pack_bit11,bct_macros_executing_pack_bit10,bct_macros_executing_pack_bit9,bct_scrub_status_overall,bct_scrub_count,bct_image_booted,bct_image_auto_failover,bct_tai_seconds,bct_time_valid,bct_position_wrt_eci1,bct_position_wrt_eci2,bct_position_wrt_eci3,bct_velocity_wrt_eci1,bct_velocity_wrt_eci2,bct_velocity_wrt_eci3,bct_nadir_vector_body1,bct_nadir_vector_body2,bct_nadir_vector_body3,bct_sun_vector_body1,bct_sun_vector_body2,bct_sun_vector_body3,bct_sun_position_wrt_eci1,bct_sun_position_wrt_eci2,bct_sun_position_wrt_eci3,bct_moon_position_wrt_eci1,bct_moon_position_wrt_eci2,bct_moon_position_wrt_eci3,bct_refs_valid,bct_esm_valid,bct_run_low_rate_task,bct_q_body_wrt_eci1,bct_q_body_wrt_eci2,bct_q_body_wrt_eci3,bct_q_body_wrt_eci4,bct_body_rate1,bct_body_rate1_dps,bct_body_rate1_rpm,bct_body_rate2,bct_body_rate2_dps,bct_body_rate2_rpm,bct_body_rate3,bct_body_rate3_dps,bct_body_rate3_rpm,bct_bad_att_timer,bct_bad_rate_timer,bct_reinit_count,bct_attitude_valid,bct_meas_att_valid,bct_meas_rate_valid,bct_tracker_used,bct_hr_cycle_safe_mode,bct_rotisserie_rate,bct_rotisserie_rate_dps,bct_rotisserie_rate_rpm,bct_adcs_mode,bct_safe_mode_reason,bct_recommend_sun_point,bct_filtered_speed_rpm1,bct_filtered_speed_rpm2,bct_filtered_speed_rpm3,bct_operating_mode1,bct_operating_mode2,bct_operating_mode3,bct_operating_mode,bct_star_id_step,bct_att_status,bct_det_timeout_count,bct_num_attitude_stars,bct_position_error1,bct_position_error2,bct_position_error3,bct_eigen_error,bct_time_into_search,bct_wait_timer,bct_sun_point_angle_error,bct_sun_point_state,bct_momentum_vector_body1,bct_momentum_vector_body2,bct_momentum_vector_body3,bct_total_momentum_mag,bct_duty_cycle1,bct_duty_cycle2,bct_duty_cycle3,bct_torque_rod_mode1,bct_torque_rod_mode2,bct_torque_rod_mode3,bct_mag_source_used,bct_momentum_vector_valid,bct_sun_vector_status,bct_css_invalid_count,bct_sun_sensor_used,bct_mag_vector_body1,bct_mag_vector_body2,bct_mag_vector_body3,bct_mag_invalid_count,bct_mag_vector_valid,bct_mag_sensor_used,bct_imu_invalid_count,bct_new_packet_count,bct_imu_vector_valid,bct_hr_run_count,bct_hr_exec_time_ms1,bct_hr_exec_time_ms2,bct_hr_exec_time_ms3,bct_hr_exec_time_ms4,bct_hr_exec_time_ms5,bct_payload_sec_since_last_tlm,bct_payload_tlm_rx_count,bct_payload_tlm_ack_count,bct_payload_tlm_nak_count,bct_voltage_12p0,bct_voltage_8p0,bct_voltage_5p0,bct_voltage_3p3,bct_det_temp,bct_det2_temp,bct_box1_temp,bct_imu_temp,bct_motor1_temp,bct_motor2_temp,bct_motor3_temp,bct_bus_voltage,bct_battery_voltage,bct_battery_current,bct_battery1_temp,bct_battery2_temp,bct_user_analog1,bct_user_analog2,bct_cycles_since_crc_data,bct_gps_lock_count,bct_gps_valid,bct_gps_enable,bct_latched_resp_fire_pack1,bct_latched_resp_fire_pack_bit8,bct_latched_resp_fire_pack_bit7,bct_latched_resp_fire_pack_bit6,bct_latched_resp_fire_pack_bit5,bct_latched_resp_fire_pack_bit4,bct_latched_resp_fire_pack_bit3,bct_latched_resp_fire_pack_bit2,bct_latched_resp_fire_pack_bit1,bct_latched_resp_fire_pack2,bct_latched_resp_fire_pack_bit16,bct_latched_resp_fire_pack_bit15,bct_latched_resp_fire_pack_bit14,bct_latched_resp_fire_pack_bit13,bct_latched_resp_fire_pack_bit12,bct_latched_resp_fire_pack_bit11,bct_latched_resp_fire_pack_bit10,bct_latched_resp_fire_pack_bit9,bct_sd_minute_cur,bct_sd_percent_used_total,bct_sd_percent_used_fsw,bct_sd_percent_used_soh,bct_sd_percent_used_line,bct_sd_percent_used_tbl,bct_sd_percent_used_pay,bct_sdr_tx_frames,bct_sdr_rx_frames,bct_sdr_tx,bct_sdr_tx_power,bct_sdr_rx_lock,bct_sdr_rx_power,bct_sdr_rx_freq_offset,bct_sdr_temp,bct_sdr_comm_error,bct_sq_channel,bct_sq_trap_count,bct_sq_temp,bct_aid_status1,bct_aid_status_bit8,bct_aid_status_bit7,bct_aid_status_bit6,bct_aid_status_bit5,bct_aid_status_bit4,bct_aid_status_bit3,bct_aid_status_bit2,bct_aid_status_bit1,bct_aid_status2,bct_aid_status_bit16,bct_aid_status_bit15,bct_aid_status_bit14,bct_aid_status_bit13,bct_aid_status_bit12,bct_aid_status_bit11,bct_aid_status_bit10,bct_aid_status_bit9,bct_star_id_status,bct_io24_out_,bct_io23_out_,bct_io22_out_rel2_en,bct_io21_out_,bct_io20_out_pld_htr_vbus,bct_io19_out_pld_htr_vbus,bct_io18_out_rel1_en,bct_io17_in_boot_red,bct_io16_in_bat_chg_stat,bct_io15_out_det2,bct_io14_out_12v_mode,bct_io13_in_,bct_io12_out_12v_en,bct_io11_in_sep_mon,bct_io10_out_pld_rst_req,bct_io9_out_pld_vbus
2018/344-17:22:11,128,1,1,0,0,0,0,0,132,3429013163,0,74,0,0,0,0,27,0,185,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597777768.2,1,1912.786024,1056.249067,6608.66765,-4.07023679,-6.00472317,2.13101241,0.666599983,-0.473799988,-0.575439986,0,0,0.99999997,-29769005.06,-132378155.8,-57385708.8,180764.1098,-331086.1974,-143311.2554,1,1,0,-0.113997656,0.536612965,0.749070252,0.371409179,-0.000333445,-0.019104991,-0.003184165,5.46E-05,0.003125771,0.000520962,-7.39E-05,-0.004235018,-0.000705836,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,1.20000003,170.4000043,-354.4000089,1,1,1,3,0,0,7,54,-8.03E-05,-3.20E-05,-8.58E-06,8.69E-05,0,109,180.9989879,7,-0.0002,-0.0004,0.0006,0.0005,15,13,11,3,3,3,5,1,2,0,3,3.34E-05,-1.08E-05,-2.73E-05,0,1,3,0,50,1,914410,8,8,8,8,8,182899,0,0,0,11.9,7.9,4.975,3.345000223,-0.80000001,-2.40000003,-9.749999805,-0.074999999,-6.929999861,-6.609999868,-7.844999843,11.72,11.69200058,1.586000079,16.76999966,13.74499973,-8.25500033,-10.74600043,6837,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54195,31,80,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:23:11,128,1,1,0,0,0,0,0,220,2076285498,0,134,0,0,0,0,27,0,187,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597777828.2,1,1664.695437,693.9840053,6722.411624,-4.196529805,-6.06651717,1.65911595,0.673639983,-0.517479987,-0.527679987,0,0,0.99999997,-29767224.85,-132378480.8,-57385849.73,180816.737,-331061.1518,-143306.1802,1,1,0,-0.114026022,0.536565131,0.749106285,0.371396904,-0.00011441,-0.00655521,-0.001092535,-8.68E-05,-0.004974133,-0.000829022,7.96E-05,0.004561317,0.00076022,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,4.80000012,175.2000044,-368.4000092,1,1,1,3,0,0,7,54,5.39E-05,-4.39E-05,-1.24E-05,7.06E-05,0,109,180.9989879,7,0,-0.0004,0.0008,0.001,18,22,8,3,3,3,5,1,2,0,3,3.32E-05,-1.42E-05,-2.35E-05,0,1,3,0,50,1,914710,9,9,9,9,9,182959,0,0,0,11.9,7.9,4.975,3.345000223,-0.80000001,-2.40000003,-9.869999803,-0.204999996,-7.184999856,-6.749999865,-7.99499984,11.797,11.77200059,0.814000041,17.06999966,13.96499972,-9.948000398,-11.68650047,7137,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54196,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:26:11,128,1,1,0,0,0,0,0,116,1819583731,0,58,0,0,0,0,27,0,187,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778008.2,1,882.4871959,-404.2505198,6891.110135,-4.46705544,-6.097307125,0.209307705,0.677559983,-0.634679984,-0.351119991,-0.021899999,-0.0142,-0.99969997,-29761884.13,-132379455.3,-57386272.44,180974.594,-330985.9711,-143290.9358,1,1,0,-0.114004011,0.536582745,0.749088063,0.371414966,-0.000479715,-0.027485645,-0.004580941,4.60E-05,0.002638184,0.000439697,-3.18E-05,-0.001824011,-0.000304002,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,29.60000074,218.0000055,-429.6000107,1,1,1,3,0,0,7,54,-1.25E-05,-8.78E-06,5.72E-07,1.53E-05,0,109,1.4939999,7,-0.0002,-0.0004,0.0008,0.001,19,18,11,3,3,3,5,1,0,0,3,3.57E-05,-2.12E-05,-1.49E-05,0,1,3,0,50,1,915610,8,8,8,8,8,183139,0,0,0,11.9,7.9,5,3.345000223,-0.80000001,-2.40000003,-10.2249998,-0.549999989,-7.294999854,-6.894999862,-8.214999836,19.725,12.13800061,-1.898000095,19.44999961,15.1949997,-9.790500392,-11.68650047,8037,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54199,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:28:11,128,1,1,0,0,0,0,0,236,3069357085,0,178,0,0,0,0,27,0,189,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778128.2,1,340.488383,-1130.443723,6857.704277,-4.553503325,-5.9888124,-0.76533212,0.665799983,-0.699719983,-0.259119994,-0.020499999,-0.0135,-0.99969997,-29758323.56,-132380105,-57386554.23,181079.8117,-330935.8145,-143280.7572,1,1,0,-0.113991841,0.536595676,0.749081735,0.371412783,0.00044366,0.025419846,0.004236641,-0.00010204,-0.005846461,-0.00097441,6.90E-05,0.00395169,0.000658615,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,18.80000047,236.4000059,-471.2000118,1,1,1,3,0,0,7,53,-4.73E-05,-3.94E-06,-1.40E-05,4.94E-05,0,109,1.406999906,7,0.0002,-0.0004,0.001,0.001,24,31,12,3,3,3,5,1,0,0,3,3.30E-05,-2.67E-05,-1.14E-05,0,1,3,0,50,1,916210,10,10,10,10,10,183261,0,0,0,11.9,7.9,5,3.345000223,-0.80000001,-2.40000003,-10.30499979,-0.679999986,-7.254999855,-6.964999861,-8.329999833,19.734,12.21200061,-1.732000087,16.47499967,14.7749997,-8.330000333,-10.98850044,8637,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54201,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2018/344-17:29:11,128,1,1,0,0,0,0,0,40,1669574585,0,238,0,0,0,0,27,0,189,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778188.2,1,66.75027666,-1487.124866,6797.25526,-4.56787907,-5.8963573,-1.248938205,0.655719984,-0.727759982,-0.201079995,-0.020499999,-0.0141,-0.99969997,-29756543.34,-132380429.8,-57386695.16,181132.4145,-330910.7253,-143275.6632,1,1,0,-0.114002893,0.536624259,0.749057917,0.371416132,0.00030275,0.017346297,0.00289105,2.54E-05,0.00145474,0.000242457,-5.64E-05,-0.003233201,-0.000538867,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,2.00000005,245.6000061,-490.0000123,1,1,1,3,0,0,7,54,-0.000108192,-4.36E-05,1.40E-05,0.000117477,0,109,1.421999905,7,0.0002,-0.0004,0.001,0.001,21,24,10,3,3,3,5,1,0,0,3,3.33E-05,-2.80E-05,-8.35E-06,0,1,3,0,50,1,916510,11,11,11,11,11,183319,0,0,0,11.9,7.9,5,3.345000223,-1.60000002,-2.40000003,-10.30499979,-0.709999986,-7.254999855,-7.00499986,-8.369999833,19.734,12.22200061,-1.636000082,15.98499968,14.53999971,-8.330000333,-10.98850044,8937,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54202,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:30:11,128,1,1,0,0,0,0,0,100,139113288,0,42,0,0,0,0,27,0,191,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778248.2,1,-207.2700496,-1837.506448,6707.935625,-4.562906245,-5.778899665,-1.727348555,0.642719984,-0.752719981,-0.142479996,-0.019099999,-0.0159,-0.99969997,-29754763.06,-132380754.5,-57386836.01,181185.0131,-330885.6289,-143270.566,1,1,0,-0.113997237,0.536530108,0.749125739,0.371420681,0.00021596,0.012373597,0.002062266,-2.68E-05,-0.00153524,-0.000255873,6.28E-05,0.003599034,0.000599839,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,-1.20000003,254.8000064,-510.0000128,1,1,1,3,0,0,7,54,0.000101226,5.13E-05,-1.95E-05,0.000115164,0,109,1.421999905,7,0,-0.0004,0.001,0.001,24,24,7,3,3,3,5,1,0,0,3,3.15E-05,-3.10E-05,-2.48E-06,0,1,3,0,50,1,916810,7,7,7,7,7,183379,0,0,0,11.9,7.9,5,3.330000222,-1.60000002,-2.40000003,-10.30499979,-0.724999986,-7.219999856,-6.824999863,-8.144999837,19.729,12.22400061,-1.524000076,15.52999969,14.31999971,-4.596000184,-11.02950044,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54203,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:31:11,128,1,1,0,0,0,0,0,160,3006183126,0,102,0,0,0,0,27,0,193,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778308.2,1,-480.411656,-2180.101731,6590.11771,-4.538597525,-5.63692109,-2.198546295,0.627119984,-0.774519981,-0.082799998,-0.0151,-0.020199999,-0.99969997,-29752982.77,-132381079.3,-57386976.87,181237.6079,-330860.5253,-143265.4658,1,1,0,-0.11399783,0.536624319,0.749056826,0.371419798,0.000358395,0.020534521,0.00342242,5.42E-05,0.003107437,0.000517906,-3.90E-06,-0.000223167,-3.72E-05,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,-1.20000003,260.8000065,-529.2000132,1,1,1,3,0,0,7,54,-0.000114048,-1.80E-05,1.49E-05,0.000119479,0,109,1.445999904,7,0.0002,-0.0004,0.001,0.001,23,20,16,3,3,3,5,1,0,0,3,3.04E-05,-3.19E-05,7.05E-07,0,1,3,0,50,1,917110,8,8,8,8,8,183439,0,0,0,11.9,7.9,5,3.330000222,-1.60000002,-2.40000003,-10.26499979,-0.739999985,-7.294999854,-6.859999863,-8.179999836,19.729,12.22800061,-1.418000071,15.0949997,14.04499972,-8.25500033,-11.15150045,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54204,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2018/344-17:33:11,128,1,1,0,0,0,0,0,24,72400385,0,222,0,0,0,0,27,0,193,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778428.2,1,-1019.435589,-2836.157778,6271.075706,-4.432421225,-5.28183618,-3.111385195,0.587839985,-0.80815998,0.036399999,-0.0035,-0.034799999,-0.99939997,-29749422.2,-132381728.8,-57387258.51,181342.7849,-330810.2961,-143255.2558,1,1,0,-0.113999487,0.536484562,0.749156863,0.371419421,-0.00046081,-0.026402468,-0.004400411,5.80E-06,0.000332029,5.53E-05,-5.79E-06,-0.000331456,-5.52E-05,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,-1.20000003,271.6000068,-567.6000142,1,1,1,3,0,0,7,54,0.000204004,9.14E-05,-2.63E-05,0.000225086,0,109,2.006999866,7,-0.0002,-0.0006,0.001,0.001,22,18,9,3,3,3,5,1,0,0,3,2.58E-05,-3.51E-05,6.68E-06,0,1,3,0,50,1,917710,10,10,10,10,9,183559,0,0,0,11.9,7.9,5,3.345000223,-1.60000002,-1.60000002,-10.1049998,-0.739999985,-7.404999852,-6.824999863,-8.069999839,19.729,12.22800061,-1.244000062,14.31999971,13.44499973,-8.556500342,-11.11100044,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54206,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:35:11,128,1,1,0,0,0,0,0,144,3327640875,0,86,0,0,0,0,29,0,195,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778548.2,1,-1541.182683,-3444.148888,5845.474648,-4.251035745,-4.836950915,-3.97201717,0.536599987,-0.828959979,0.157799996,-0.0006,-0.042299999,-0.99909997,-29745861.63,-132382378.1,-57387540.23,181447.9457,-330760.0381,-143245.0334,1,1,0,-0.113758809,0.537100676,0.749054796,0.370808132,0.002688135,0.15401879,0.025669798,0.00212612,0.121817703,0.02030295,0.003746505,0.214658924,0.035776487,0,0,20,1,1,1,2,1,0.00872,0.499619185,0.083269864,1,1,0,-556.0000139,522.8000131,-85.20000213,1,1,1,3,0,0,7,53,0.019370617,0.021067469,1.804741762,1.804968857,0,109,2.426999838,7,0,-0.0006,0.0012,0.0015,19,10,3,3,3,3,5,1,0,0,3,1.97E-05,-3.73E-05,1.67E-05,0,1,3,0,50,1,918310,12,12,11,12,11,183679,0,0,0,11.9,7.9,5,3.345000223,-1.60000002,-1.60000002,-9.829999803,-0.659999987,-7.584999848,-6.714999866,-7.879999842,19.314,12.23200061,-1.094000055,13.56499973,12.87999974,-9.75100039,-11.68650047,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54236,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:37:11,128,1,1,0,0,0,0,0,9,3627666518,0,206,0,0,0,0,30,0,195,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778668.2,1,-2036.791498,-3993.72646,5323.088354,-3.997375835,-4.30962595,-4.76580157,-0.947519976,0.159719996,0.276999993,-0.036999999,-0.0013,-0.99929997,-29742301.06,-132383027.4,-57387821.8,181553.0903,-330709.7511,-143234.7986,1,1,0,-0.431377969,-0.345061719,-0.650851381,0.52076162,4.83E-05,0.002766813,0.000461136,2.85E-05,0.001631497,0.000271916,1.41E-05,0.000807584,0.000134597,0,0,20,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,-193.2000048,-317.2000079,-556.0000139,1,1,1,2,2,2,7,8,8.59E-05,-1.63E-05,-3.91E-06,8.76E-05,0,109,2.123999858,7,-0.0004,0.0006,0.001,0.0015,6,4,7,3,3,3,5,1,0,0,3,-4.21E-05,-9.90E-07,2.12E-05,0,1,3,0,50,1,918910,8,8,8,8,8,183799,0,0,0,11.9,7.9,5,3.330000222,-1.60000002,-0.80000001,-9.789999804,-0.47499999,-7.404999852,-6.714999866,-6.609999868,19.31,12.23200061,-0.968000048,12.89999974,12.23499976,-9.052500362,-11.15150045,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54210,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2018/344-17:40:11,128,1,1,0,0,0,0,0,189,2860898064,0,130,0,0,0,0,32,0,197,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778848.2,1,-2712.895964,-4688.356406,4366.356782,-3.49080897,-3.383650535,-5.80172429,-0.867439978,0.232679994,0.439799989,-0.020399999,0,-0.99979997,-29736960.13,-132384001.2,-57388244.23,181710.7765,-330634.2665,-143219.4226,1,1,0,-0.431370882,-0.345156156,-0.650818555,0.520789361,-1.62E-05,-0.000925327,-0.000154221,-5.20E-05,-0.002979667,-0.000496611,6.68E-05,0.003828218,0.000638036,0,0,20,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,-225.2000056,-352.8000088,-506.8000127,1,1,1,2,2,2,7,0,3.56E-05,1.77E-05,-2.69E-05,4.80E-05,0,109,1.166999922,7,-0.0004,0.0006,0.001,0.0015,15,42,7,3,3,3,5,1,0,0,3,-2.90E-05,4.23E-06,3.26E-05,0,1,3,0,50,1,919810,10,10,11,11,10,183979,0,0,0,11.9,7.9,5,3.330000222,-1.60000002,-0.80000001,-9.869999803,-0.354999993,-7.51499985,-6.574999869,-7.769999845,19.213,12.23200061,-0.80800004,11.84499976,11.30999977,-8.25500033,-10.50450042,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54213,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:41:11,128,1,1,0,0,0,0,0,249,1265818271,0,190,0,0,0,0,33,0,197,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778908.2,1,-2916.425254,-4881.258596,4009.18766,-3.291080435,-2.876346835,-6.09969934,-0.833199979,0.255159994,0.490559988,-0.018499999,0.0006,-0.99979997,-29735179.84,-132384325.8,-57388384.8,181763.3305,-330609.0905,-143214.2912,1,1,0,-0.431333665,-0.345178716,-0.650817486,0.520806569,-5.59E-05,-0.003201688,-0.000533615,2.00E-08,1.15E-06,1.91E-07,1.89E-05,0.001082317,0.000180386,0,0,20,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,-209.6000052,-360.400009,-504.0000126,1,1,1,2,2,2,7,0,-3.44E-05,-1.74E-05,5.12E-07,3.85E-05,0,109,1.058999929,7,-0.0004,0.0006,0.001,0.0015,20,49,10,3,3,3,5,1,0,0,3,-2.29E-05,3.15E-06,2.51E-05,0,1,3,0,50,1,920110,11,11,11,12,11,184039,0,0,0,11.9,7.9,5,3.330000222,-1.60000002,-0.80000001,-9.869999803,-0.344999993,-7.329999853,-6.394999872,-7.694999846,18.388,12.23200061,-0.774000039,11.53999977,10.99999978,-9.869000395,-11.27450045,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54214,31,81,84,1,1,0,429,0,1,35,0,-128,0,-4,0,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2018/344-17:42:11,128,1,1,0,0,0,0,0,53,794811950,0,250,0,0,0,0,34,0,197,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,0,0,0,0,51,0,0,597778968.2,1,-3107.543765,-5053.388767,3634.911218,-2.909490515,-2.691494965,-6.371761165,-0.79539998,0.276599993,0.539279987,-0.017199999,0.0019,-0.99989997,-29733399.56,-132384650.3,-57388525.73,181815.8803,-330583.9071,-143209.1564,1,1,0,-0.431331623,-0.345181674,-0.650809652,0.520816091,0.000162365,0.009302829,0.001550472,7.05E-07,4.04E-05,6.73E-06,1.30E-06,7.42E-05,1.24E-05,0,0,20,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,-209.2000052,-369.6000092,-511.6000128,1,1,1,2,2,2,7,0,-4.03E-05,-1.61E-05,-1.03E-05,4.46E-05,0,109,0.992999934,7,-0.0004,0.0008,0.001,0.0015,22,47,12,3,3,3,5,1,0,0,3,-1.82E-05,2.49E-06,2.71E-05,0,1,3,0,50,1,920410,7,7,7,7,7,184099,0,0,0,11.9,7.9,5,3.330000222,-1.60000002,-0.80000001,-9.829999803,-0.304999994,-7.294999854,-6.289999874,-7.694999846,18.533,12.23400061,-0.730000037,11.22999978,10.70999979,-9.712000388,-11.11100044,3,36,0,1,2,1,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,54215,31,81,84,1,1,0,429,0,1,35,0,-128,0,-3,0,65,0,252,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
