UTC,bct_l0_acpt_cnt,bct_l0_rjct_cnt,bct_hw_sec_cnt,bct_time_tag,bct_pld_tlm_ack_cnt,bct_pld_cmd_cnt,bct_pld_tlm_to_cnt,bct_pld_tlm_nak_cnt,bct_spare_end,bct_cmd_status,bct_realtime_cmd_accept_count,bct_realtime_cmd_reject_count,bct_stored_cmd_accept_count,bct_stored_cmd_reject_count,bct_macros_executing_pack_bit8,bct_macros_executing_pack1,bct_macros_executing_pack_bit7,bct_macros_executing_pack_bit6,bct_macros_executing_pack_bit5,bct_macros_executing_pack_bit4,bct_macros_executing_pack_bit3,bct_macros_executing_pack_bit2,bct_macros_executing_pack_bit1,bct_macros_executing_pack2,bct_macros_executing_pack_bit16,bct_macros_executing_pack_bit15,bct_macros_executing_pack_bit14,bct_macros_executing_pack_bit13,bct_macros_executing_pack_bit12,bct_macros_executing_pack_bit11,bct_macros_executing_pack_bit10,bct_macros_executing_pack_bit9,bct_scrub_status_overall,bct_scrub_count,bct_image_booted,bct_image_auto_failover,bct_tai_seconds,bct_time_valid,bct_position_wrt_eci1,bct_position_wrt_eci2,bct_position_wrt_eci3,bct_velocity_wrt_eci1,bct_velocity_wrt_eci2,bct_velocity_wrt_eci3,bct_nadir_vector_body1,bct_nadir_vector_body2,bct_nadir_vector_body3,bct_sun_vector_body1,bct_sun_vector_body2,bct_sun_vector_body3,bct_sun_position_wrt_eci1,bct_sun_position_wrt_eci2,bct_sun_position_wrt_eci3,bct_moon_position_wrt_eci1,bct_moon_position_wrt_eci2,bct_moon_position_wrt_eci3,bct_refs_valid,bct_esm_valid,bct_run_low_rate_task,bct_q_body_wrt_eci1,bct_q_body_wrt_eci2,bct_q_body_wrt_eci3,bct_q_body_wrt_eci4,bct_body_rate1,bct_body_rate1_dps,bct_body_rate1_rpm,bct_body_rate2,bct_body_rate2_dps,bct_body_rate2_rpm,bct_body_rate3,bct_body_rate3_dps,bct_body_rate3_rpm,bct_bad_att_timer,bct_bad_rate_timer,bct_reinit_count,bct_attitude_valid,bct_meas_att_valid,bct_meas_rate_valid,bct_tracker_used,bct_hr_cycle_safe_mode,bct_rotisserie_rate,bct_rotisserie_rate_dps,bct_rotisserie_rate_rpm,bct_adcs_mode,bct_safe_mode_reason,bct_recommend_sun_point,bct_filtered_speed_rpm1,bct_filtered_speed_rpm2,bct_filtered_speed_rpm3,bct_operating_mode1,bct_operating_mode2,bct_operating_mode3,bct_operating_mode,bct_star_id_step,bct_att_status,bct_det_timeout_count,bct_num_attitude_stars,bct_position_error1,bct_position_error2,bct_position_error3,bct_eigen_error,bct_time_into_search,bct_wait_timer,bct_sun_point_angle_error,bct_sun_point_state,bct_momentum_vector_body1,bct_momentum_vector_body2,bct_momentum_vector_body3,bct_total_momentum_mag,bct_duty_cycle1,bct_duty_cycle2,bct_duty_cycle3,bct_torque_rod_mode1,bct_torque_rod_mode2,bct_torque_rod_mode3,bct_mag_source_used,bct_momentum_vector_valid,bct_sun_vector_status,bct_css_invalid_count,bct_sun_sensor_used,bct_mag_vector_body1,bct_mag_vector_body2,bct_mag_vector_body3,bct_mag_invalid_count,bct_mag_vector_valid,bct_mag_sensor_used,bct_imu_invalid_count,bct_new_packet_count,bct_imu_vector_valid,bct_hr_run_count,bct_hr_exec_time_ms1,bct_hr_exec_time_ms2,bct_hr_exec_time_ms3,bct_hr_exec_time_ms4,bct_hr_exec_time_ms5,bct_payload_sec_since_last_tlm,bct_payload_tlm_rx_count,bct_payload_tlm_ack_count,bct_payload_tlm_nak_count,bct_voltage_12p0,bct_voltage_8p0,bct_voltage_5p0,bct_voltage_3p3,bct_det_temp,bct_det2_temp,bct_box1_temp,bct_imu_temp,bct_motor1_temp,bct_motor2_temp,bct_motor3_temp,bct_bus_voltage,bct_battery_voltage,bct_battery_current,bct_battery1_temp,bct_battery2_temp,bct_user_analog1,bct_user_analog2,bct_cycles_since_crc_data,bct_gps_lock_count,bct_gps_valid,bct_gps_enable,bct_sd_minute_cur,bct_sd_percent_used_total,bct_sd_percent_used_fsw,bct_sd_percent_used_soh,bct_sd_percent_used_line,bct_sd_percent_used_tbl,bct_sd_percent_used_pay,bct_sdr_tx_frames,bct_sdr_rx_frames,bct_sdr_tx,bct_sdr_tx_power,bct_sdr_rx_lock,bct_sdr_rx_power,bct_sdr_rx_freq_offset,bct_sdr_temp,bct_sdr_comm_error,bct_sq_channel,bct_sq_trap_count,bct_sq_temp
2018/340-15:44:06,0,0,76,330323890,0,43,0,0,0,0,9,0,190,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,14,0,0,597426283.4,1,-3311.402374,-4710.224544,3909.134205,-3.43273022,-2.713296415,-6.17488623,-0.125519997,-0.872399978,0.472399988,-0.0019,0.0038,-0.99999997,-40112951.51,-130135596.3,-56413171.82,-155124.743,-340132.432,-117798.6061,1,1,0,0.033025384,0.536164177,0.82243203,0.187197263,0.00032531,0.01863889,0.003106482,-3.20E-06,-0.000183346,-3.06E-05,-0.00753991,-0.432005021,-0.072000837,0,0,4,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,-150.0000038,61.20000153,-1184.00003,1,1,1,3,0,0,5,35,0.00382373,0.001911962,0,0.004275105,0,108,0.245999984,6,0,0,-0.0002,0,13,1,5,3,3,3,4,1,0,0,3,-1.07E-05,-2.53E-05,3.40E-05,0,1,3,0,50,1,243444,13,13,13,13,13,48699,0,0,0,11.9,7.9,5,3.330000222,-2.40000003,-1.60000002,-10.1849998,-0.97999998,-7.624999848,-7.734999845,-7.734999845,19.146,12.23200061,-0.740000037,10.77499978,10.2049998,-9.869000395,-11.15150045,1,15,1,1,48337,30,79,80,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:28:10,0,0,63,3565508353,0,22,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,24,0,0,597464927.4,1,4186.046931,4200.05697,3650.943257,-1.907393925,-3.630583385,6.3553024,-0.113439997,0.371599991,-0.921439977,0,0,0.99999997,-38984797.02,-130415170.3,-56534398.33,-119394.712,-353141.9271,-125881.0007,1,1,0,-0.460136505,0.303131718,0.179819462,0.814892925,-0.000508455,-0.029132326,-0.004855388,-0.000453775,-0.025999392,-0.004333232,0.01527336,0.875099067,0.145849844,0,0,8,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,108.4000027,-19.20000048,1977.200049,1,1,1,2,2,2,6,6,-4.76E-05,-0.000191658,4.02E-05,0.000201536,0,68,180.9989879,4,0.0002,0,0,0,6,18,2,3,3,3,4,1,2,0,3,-1.81E-05,-2.21E-06,-2.89E-05,0,1,3,0,50,1,436645,9,9,9,9,9,87342,0,0,0,11.9,7.9,4.975,3.345000223,0.80000001,-0.80000001,-8.369999833,1.294999974,-5.48499989,-5.349999893,-5.179999896,11.836,11.80600059,1.610000081,13.98499972,10.95999978,-9.672500387,-11.02950044,1606,28,0,1,48981,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:28:42,0,0,95,1022908656,0,54,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597464959.4,1,4122.494494,4081.365136,3852.060947,-2.064229835,-3.78624974,6.21328809,0.095239998,0.40779999,-0.908079977,0,0,0.99999997,-38983861.95,-130415398.9,-56534497.47,-119364.565,-352784.211,-125887.1699,1,1,0,-0.378624332,0.396356297,0.378070253,0.746028494,-0.00049664,-0.028455376,-0.004742563,-0.000549345,-0.03147515,-0.005245858,0.015256405,0.874127617,0.145687936,0,0,8,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,124.0000031,-1.20000003,1976.400049,1,1,1,5,1,2,6,0,-6.00E-05,-0.000119004,-5.18E-05,0.000142991,0,36,180.9989879,4,0.0002,0,0,0.0005,1,27,7,3,3,3,4,1,2,0,3,-1.47E-05,7.10E-06,-2.83E-05,0,1,3,0,50,1,436805,9,30,10,9,9,87374,0,0,0,11.9,7.9,4.975,3.345000223,0.80000001,-0.80000001,-8.47999983,1.224999975,-5.624999888,-5.384999892,-5.279999894,11.913,11.89000059,0.826000041,14.21999972,11.10499978,-9.439000378,-11.07000044,1766,28,0,1,48982,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:29:30,0,0,143,3284622280,0,102,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465007.4,1,4017.856119,3894.131765,4144.916293,-2.294707295,-4.012710975,5.98625703,0.372719991,0.243679994,-0.895399978,0,0,0.99999997,-38982458.38,-130415738.6,-56534644.76,-119319.5188,-353165.6573,-125896.6079,1,1,0,-0.216518863,0.490668506,0.62972847,0.561966202,-0.000573315,-0.03284853,-0.005474755,-0.00064196,-0.036781599,-0.006130266,0.01548632,0.887300776,0.147883463,102,0,8,1,0,1,255,1,0.00872,0.499619185,0.083269864,0,1,0,126.4000032,14.00000035,2039.600051,1,1,1,2,2,2,6,0,-0.000100608,7.29E-05,0.000798456,0.000808062,0,289,180.9989879,4,0.0002,0,0,0,6,25,12,3,3,3,4,1,2,0,3,-1.62E-06,1.59E-05,-3.27E-05,0,1,3,0,50,1,437045,7,7,7,7,7,87422,0,0,0,11.9,7.9,4.975,3.345000223,0.80000001,-0.80000001,-8.629999827,1.099999978,-5.799999884,-5.554999889,-5.414999892,11.908,11.88200059,0.830000042,14.47999971,11.35499977,-9.672500387,-11.19250045,2006,28,0,1,48982,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:29:46,0,0,159,4163329215,0,118,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465023.4,1,3980.536161,3829.343829,4240.064228,-2.37016658,-4.08557504,5.90693652,0.424879989,0.146079996,-0.893399978,0,0,0.99999997,-38981991.81,-130415855.9,-56534695.68,-119304.2688,-353169.7763,-125899.5059,1,1,0,-0.155759362,0.506903833,0.697037339,0.482624526,-0.00070635,-0.040470874,-0.006745146,-0.001074925,-0.061588666,-0.010264778,0.015400545,0.882386231,0.147064372,180,0,8,1,1,1,2,1,0.00872,0.499619185,0.083269864,0,1,0,120.800003,2.80000007,1996.00005,1,1,1,3,0,0,6,33,-1.67E-06,-0.00023305,-1.10E-05,0.000233317,0,273,180.9989879,4,0.0002,0,0,0,5,25,12,3,3,3,4,1,2,0,3,3.04E-06,1.56E-05,-3.29E-05,0,1,3,0,50,1,437125,10,10,11,9,10,87438,0,0,0,11.9,7.9,4.975,3.330000222,0.80000001,-0.80000001,-8.669999827,1.054999979,-5.834999883,-5.589999888,-5.449999891,11.816,11.78800059,1.60200008,14.47999971,11.43499977,-9.052500362,-10.86700043,2086,28,0,1,48983,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:30:18,0,0,191,1386765985,0,150,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465055.4,1,3902.303205,3696.320155,4426.481559,-2.5188987,-4.227564675,5.742975415,0.438879989,-0.083639998,-0.894639978,0,0,0.99999997,-38981054.81,-130416078.3,-56534792.04,-119274.4706,-353180.0967,-125906.0441,1,1,0,-0.02584858,0.51866097,0.7986947,0.303989121,-0.00045761,-0.026219122,-0.004369854,-0.00077292,-0.044285054,-0.007380842,0.01515773,0.868473956,0.144745659,0,0,8,1,1,1,2,1,0.00872,0.499619185,0.083269864,0,1,0,119.600003,2.40000006,1996.40005,1,1,1,3,0,0,6,21,-7.15E-05,-9.03E-05,4.65E-05,0.000124186,0,241,180.9989879,4,0.0002,0,0,0.0005,5,27,13,3,3,3,4,1,2,0,3,1.12E-05,1.35E-05,-3.32E-05,0,1,3,0,50,1,437285,11,11,11,11,11,87470,0,0,0,11.9,7.9,4.975,3.345000223,0.80000001,-0.80000001,-8.784999824,0.964999981,-5.934999881,-5.694999886,-5.589999888,11.898,11.87200059,0.828000041,14.71999971,11.61999977,-9.555500382,-11.27450045,2246,28,0,1,48983,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:30:34,0,0,207,2197184408,0,166,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465071.4,1,3861.413967,3628.124739,4517.694734,-2.59212681,-4.296647715,5.65838505,0.39843999,-0.195039995,-0.896239978,0,0,0.99999997,-38980588.23,-130416195.7,-56534842.97,-119259.22,-353184.2139,-125908.9413,1,1,0,0.039904367,0.512877659,0.832173047,0.207007553,-0.000511545,-0.02930937,-0.004884895,-0.0004492,-0.025737264,-0.004289544,0.015226415,0.872409317,0.145401553,0,0,8,1,1,1,2,1,0.00872,0.499619185,0.083269864,0,1,0,106.0000027,34.00000085,2000.00005,1,1,1,3,0,0,6,22,4.28E-05,-6.52E-05,4.67E-05,9.09E-05,0,225,180.9989879,4,0.0002,0,0,0,7,20,8,3,3,3,4,1,2,0,3,1.48E-05,9.71E-06,-3.60E-05,0,1,3,0,50,1,437365,11,11,11,11,11,87486,0,0,0,11.9,7.9,4.975,3.345000223,0.80000001,-0.80000001,-8.824999823,0.919999982,-5.969999881,-5.729999885,-5.624999888,11.807,11.77800059,1.59600008,14.71999971,11.70499977,-9.052500362,-10.90750044,2326,28,0,1,48983,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:30:50,0,0,223,2945933455,0,182,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465087.4,1,3819.359349,3558.834382,4607.54077,-2.66456687,-4.36442855,5.572089155,0.327719992,-0.293279993,-0.898079978,0,0,0.99999997,-38980119.73,-130416306.8,-56534891.11,-119244.3204,-353189.3727,-125912.2099,1,1,0,0.105196282,0.499632949,0.853153948,0.106906314,-0.000570015,-0.032659454,-0.005443242,-0.000956785,-0.054819742,-0.009136624,0.01534192,0.879027266,0.146504544,0,0,8,1,1,1,2,1,0.00872,0.499619185,0.083269864,0,1,0,107.6000027,1.60000004,2002.40005,1,1,1,3,0,0,6,23,1.41E-05,-9.59E-05,2.46E-05,0.000100003,0,209,180.9989879,4,0.0002,0,0,0,5,19,6,3,3,3,4,1,2,0,3,1.66E-05,6.02E-06,-3.44E-05,0,1,3,0,50,1,437445,7,7,7,7,7,87502,0,0,0,11.9,7.9,4.975,3.330000222,0.80000001,-0.80000001,-8.859999823,0.874999982,-6.00499988,-5.799999884,-5.694999886,11.797,11.77200059,1.60200008,14.7949997,11.76499976,-4.596000184,-10.46450042,2406,28,0,1,48984,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:31:22,0,0,255,210199166,0,214,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465119.4,1,3731.805473,3417.053169,4783.023601,-2.806996085,-4.496002975,5.394486865,0.116839997,-0.41899999,-0.900439977,0,0,0.99999997,-38979184.66,-130416535.4,-56534990.26,-119214.1694,-353198.6463,-125918.3749,1,1,0,-0.229886128,-0.451306497,-0.856860052,0.096258117,-0.000562975,-0.032256091,-0.005376015,-0.000435265,-0.024938847,-0.004156475,0.015222715,0.872197322,0.14536622,0,0,8,1,1,1,2,1,0.00872,0.499619185,0.083269864,0,1,0,90.00000225,44.40000111,1992.00005,1,1,1,3,0,0,6,43,2.93E-05,-0.000312208,-1.98E-05,0.000314206,0,177,180.9989879,4,0.0002,0,0,0,7,15,2,3,3,3,4,1,2,0,3,1.46E-05,-2.29E-06,-3.73E-05,0,1,3,0,50,1,437605,49,9,10,49,8,87534,0,0,0,11.9,7.9,4.975,3.345000223,0,-1.60000002,-8.934999821,0.784999984,-6.109999878,-5.899999882,-5.764999885,11.797,11.77200059,1.59600008,14.9349997,11.92999976,-9.439000378,-11.02950044,2566,28,0,1,48984,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:31:38,0,0,15,972841832,0,230,0,0,0,0,42,0,50,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465135.4,1,3686.332816,3344.605273,4868.607517,-2.876942525,-4.559757275,5.30323473,-0.00912,-0.438839989,-0.898519978,0,0,0.99999997,-38978718.02,-130416652.7,-56535041.11,-119198.918,-353202.7611,-125921.2713,1,1,0,-0.287136878,-0.418111537,-0.838831689,0.197728383,-0.000587565,-0.033664995,-0.005610832,-0.00048458,-0.027764389,-0.004627398,0.01516761,0.869040038,0.144840006,0,0,8,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,90.40000226,28.80000072,1989.60005,1,1,1,3,0,0,6,33,2.34E-05,-9.80E-05,3.42E-05,0.000106385,0,161,180.9989879,4,0.0002,0,0,0,4,19,1,3,3,3,4,1,2,0,3,1.21E-05,-5.51E-06,-3.66E-05,0,1,3,0,50,1,437685,10,10,10,10,10,87550,0,0,0,11.9,7.9,4.975,3.330000222,0,-1.60000002,-8.97499982,0.744999985,-6.149999877,-5.934999881,-5.834999883,11.792,11.76200059,1.59200008,15.0149997,12.00999976,-8.330000333,-10.58450042,2646,28,0,1,48984,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/341-02:32:58,0,0,95,695691311,0,54,0,0,0,0,42,0,52,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,25,0,0,597465215.6,1,3441.931808,2966.707652,5274.899356,-3.213974135,-4.85815132,4.822345885,-0.488159988,-0.043599999,-0.871679978,0,0,0.99999997,-38976373.52,-130417222.4,-56535288.18,-119123.521,-353226.5041,-125936.9011,1,1,0,-0.494852308,-0.164420427,-0.576978992,0.628635283,-0.00057755,-0.033091177,-0.005515196,-0.0003245,-0.01859248,-0.003098747,0.01512409,0.866546526,0.144424421,0,0,8,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,89.20000223,25.60000064,1978.400049,1,1,1,3,0,0,6,21,-7.64E-06,2.55E-05,-1.10E-05,2.88E-05,0,81,180.9989879,4,0.0002,0,0,0,3,17,4,3,3,3,4,1,2,0,3,-8.94E-06,-6.47E-06,-3.87E-05,0,1,3,0,50,1,438086,12,12,12,12,12,87630,0,0,0,11.9,7.9,4.975,3.330000222,0,-1.60000002,-9.284999814,0.51499999,-6.429999871,-6.184999876,-6.109999878,11.87,11.84200059,0.830000042,15.46999969,12.37499975,-9.948000398,-11.52100046,3047,28,0,1,48986,31,82,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/342-02:33:13,0,0,238,2482538209,0,177,0,0,0,0,68,0,107,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,48,0,0,597551631,1,4133.662393,4316.676484,3577.699621,-1.788236745,-3.605017725,6.404009145,-0.332799992,0.272959993,-0.902639977,0,0,0.99999997,-36444894.39,-131012872.8,-56793585.27,-35536.35782,-369711.1247,-139482.3992,1,1,0,-0.50873439,0.164174889,0.035623809,0.844373632,9.02E-05,0.005168366,0.000861394,-7.29E-05,-0.004178868,-0.000696478,4.88E-05,0.002793742,0.000465624,0,0,17,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,205.6000051,118.400003,-445.2000111,1,1,1,2,2,2,10,5,-4.81E-05,5.77E-06,-1.39E-05,5.04E-05,0,109,180.9989879,7,0.0004,-0.0002,0.0008,0.001,3,11,2,3,3,3,5,1,2,0,3,-1.82E-05,-9.88E-06,-2.52E-05,0,1,3,0,50,1,870125,12,12,12,12,12,174044,0,0,0,11.9,7.9,4.975,3.330000222,1.60000002,-0.80000001,-8.329999833,1.639999967,-5.209999896,-5.109999898,-6.289999874,11.947,11.9200006,0.830000042,13.36499973,10.24999979,-9.091000364,-10.74600043,3054,51,0,1,50426,31,81,83,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/342-02:33:46,0,0,14,4113402063,0,209,0,0,0,0,68,0,109,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,48,0,0,597551663.2,1,4073.565356,4195.35931,3781.673011,-1.944114695,-3.766633385,6.26385459,-0.317319992,0.304079992,-0.898239978,0,0,0.99999997,-36443949.04,-131013087.6,-56793678.48,-35504.63742,-369713.9163,-139486.208,1,1,0,-0.508768948,0.164164569,0.035625883,0.844354729,-6.36E-05,-0.003641433,-0.000606906,3.75E-07,2.15E-05,3.58E-06,-4.94E-06,-0.000283041,-4.72E-05,0,0,17,1,1,1,1,1,0.00872,0.499619185,0.083269864,1,1,0,219.6000055,129.6000032,-444.0000111,1,1,1,2,2,2,10,0,3.09E-05,1.66E-05,3.08E-06,3.53E-05,0,109,180.9989879,7,0.0004,-0.0002,0.0008,0.001,3,9,0,3,3,3,5,1,2,0,3,-1.81E-05,-7.57E-06,-2.96E-05,0,1,3,0,50,1,870286,7,7,7,7,7,174076,0,0,0,11.9,7.9,4.975,3.345000223,1.60000002,-0.80000001,-8.444999831,1.51999997,-5.279999894,-5.144999897,-6.394999872,11.85,11.82000059,1.59000008,13.44499973,10.45999979,-4.484000179,-10.14550041,3215,51,0,1,50426,31,81,83,1,1,0,0,0,0,0,0,0,0,0,1,65,0,249
2018/342-15:51:26,0,0,66,901256854,0,44,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,2,0,0,597599523.6,1,-2449.307918,-4185.336771,4990.14123,-3.96690983,-3.845001,-5.171226755,-0.589839985,0.753119981,0.291439993,-0.0025,0.0031,-0.99999997,-35036994.89,-131325442.1,-56929136.56,11767.49461,-371272.4462,-144162.8846,1,1,0,-0.507449483,-0.155276442,-0.44978832,0.718383377,-3.60E-05,-0.002064367,-0.000344061,0.00036026,0.020641378,0.00344023,-0.007412125,-0.42468348,-0.07078058,0,0,1,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,-159.200004,-1.60000004,-1288.400032,1,1,1,2,2,2,3,0,0.003131578,0.002505396,0,0.004010459,0,110,0.230999985,6,-0.0002,0.0002,0,0,8,3,6,3,3,3,4,1,0,0,3,-2.56E-05,1.83E-05,2.63E-05,0,1,3,0,50,1,23261,10,11,10,10,10,4657,0,0,0,11.9,7.9,5,3.345000223,-1.60000002,-1.60000002,-10.0649998,-0.849999983,-7.694999846,-7.474999851,-7.404999852,19.411,12.22800061,-0.958000048,12.73999975,12.10999976,-9.168000367,-11.35650045,6757,1,0,1,51224,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252
2018/342-15:52:14,0,0,114,3220576635,0,92,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,2,0,0,597599571.6,1,-2636.302508,-4364.121642,4735.230783,-3.82275712,-3.602666395,-5.447643615,-0.79207998,0.514119987,0.329079992,-0.0031,0.0025,-0.99999997,-35035581.54,-131325746.7,-56929268.63,11814.93521,-371271.6938,-144166.6886,1,1,0,-0.46970659,-0.239515696,-0.570935126,0.629317879,0.00021264,0.012183375,0.002030562,0.00027972,0.016026775,0.002671129,-0.007320275,-0.419420862,-0.069903477,0,0,1,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,-180.0000045,49.20000123,-1258.000031,1,1,1,2,2,2,3,0,0.002506032,0.003132492,0,0.004011571,0,110,0.230999985,6,0,0,0,0,3,4,2,3,3,3,4,1,0,0,3,-3.16E-05,8.75E-06,2.77E-05,0,1,3,0,50,1,23501,11,11,11,11,11,4705,0,0,0,11.9,7.9,5,3.345000223,-1.60000002,-1.60000002,-10.1049998,-0.849999983,-7.659999847,-7.404999852,-7.439999851,19.314,12.23200061,-0.912000046,12.45499975,11.86499976,-8.937500358,-11.02950044,6997,1,0,1,51225,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252
2018/342-15:52:30,0,0,130,3968014949,0,108,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,2,0,0,597599587.6,1,-2697.065005,-4421.101699,4647.355128,-3.772364505,-3.519658715,-5.53653704,-0.840119979,0.422279989,0.340439991,-0.0025,0.0038,-0.99999997,-35035111.47,-131325852.2,-56929314.42,11830.72781,-371270.7962,-144167.7054,1,1,0,-0.453473717,-0.26583236,-0.607698858,0.595312357,1.52E-05,0.000871469,0.000145245,0.00024854,0.014240293,0.002373382,-0.007285605,-0.417434418,-0.069572403,0,0,1,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,-165.6000041,53.60000134,-1247.200031,1,1,1,2,2,2,3,0,0.003760594,0.002507126,0,0.004519708,0,110,0.257999983,6,0,0,0,0,1,5,1,3,3,3,4,1,0,0,3,-3.30E-05,5.60E-06,2.83E-05,0,1,3,0,50,1,23581,11,11,12,11,11,4721,0,0,0,11.9,7.9,5,3.345000223,-1.60000002,-1.60000002,-10.1449998,-0.849999983,-7.659999847,-7.404999852,-7.439999851,19.281,12.23200061,-0.898000045,12.35499975,11.78499976,-9.672500387,-11.27450045,7077,1,0,1,51225,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252
2018/342-15:52:46,0,0,146,483662685,0,124,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,2,0,0,597599603.6,1,-2757.012042,-4476.744996,4558.070492,-3.72082575,-3.43557752,-5.62376168,-0.876839978,0.326359992,0.353039991,-0.0025,0.0038,-0.99999997,-35034639.82,-131325439.7,-56929357.56,11846.55181,-371270.8664,-144169.098,1,1,0,-0.436056353,-0.291945816,-0.641920527,0.559071099,0.000131275,0.007521503,0.001253584,-0.0002564,-0.014690638,-0.00244844,-0.007310955,-0.418886866,-0.069814478,0,0,1,1,1,1,1,1,0.00872,0.499619185,0.083269864,0,1,0,-190.4000048,2.00000005,-1242.000031,1,1,1,2,2,2,3,0,0.003761694,0.00250786,0,0.004521029,0,110,0.257999983,6,-0.0002,0,0,0,2,8,1,3,3,3,4,1,0,0,3,-3.30E-05,3.24E-06,3.06E-05,0,1,3,0,50,1,23661,12,12,12,12,12,4737,0,0,0,11.9,7.9,5,3.345000223,-2.40000003,-1.60000002,-10.1449998,-0.849999983,-7.624999848,-7.404999852,-7.439999851,19.252,12.23200061,-0.882000044,12.25499975,11.65999977,-9.869000395,-11.35650045,7157,1,0,1,51225,31,81,84,1,1,0,0,0,0,0,0,0,0,0,1,65,0,252
