name,startByte,startBit,dtype,size,conversion,unit,description,state,min,max,endian
bct_cmd_q_body_wrt_eci4,419,0,sn,32,5.00E-10,none,Commanded Att Quat,,,,big
bct_cmd_body_rate1,423,0,sn,32,5.00E-09,rad/sec,Commanded Rate,,,,big
bct_cmd_body_rate1_dps,423,0,sn,32,2.86E-07,deg/s,Commanded Rate (deg/s),,,,big
bct_cmd_body_rate1_rpm,423,0,sn,32,4.77E-08,RPM,Commanded Rate (RPM),,,,big
bct_cmd_body_rate2,427,0,sn,32,5.00E-09,rad/sec,Commanded Rate,,,,big
bct_cmd_body_rate2_dps,427,0,sn,32,2.86E-07,deg/s,Commanded Rate (deg/s),,,,big
bct_cmd_body_rate2_rpm,427,0,sn,32,4.77E-08,RPM,Commanded Rate (RPM),,,,big
bct_cmd_body_rate3,431,0,sn,32,5.00E-09,rad/sec,Commanded Rate,,,,big
bct_cmd_body_rate3_dps,431,0,sn,32,2.86E-07,deg/s,Commanded Rate (deg/s),,,,big
bct_cmd_body_rate3_rpm,431,0,sn,32,4.77E-08,RPM,Commanded Rate (RPM),,,,big
bct_cmd_body_accel1,435,0,sn,32,5.00E-09,rad/sec/sec,Commanded Accel,,,,big
bct_cmd_body_accel2,439,0,sn,32,5.00E-09,rad/sec/sec,Commanded Accel,,,,big
bct_cmd_body_accel3,443,0,sn,32,5.00E-09,rad/sec/sec,Commanded Accel,,,,big
bct_commanded_sun1,447,0,sn,16,4.00E-05,none,Desired Sun Vector,,,,big
bct_commanded_sun2,449,0,sn,16,4.00E-05,none,Desired Sun Vector,,,,big
bct_commanded_sun3,451,0,sn,16,4.00E-05,none,Desired Sun Vector,,,,big
bct_hr_cycle_safe_mode,453,0,dn,32,1,cycles,HR Run Count at Time of Safe Mode,,,,big
bct_rotisserie_rate,457,0,sn,16,4.00E-05,rad/sec,Desired Sun Rot Rate,,,,big
bct_rotisserie_rate_dps,457,0,sn,16,0.002291831,deg/s,Desired Sun Rot Rate (deg/s),,,,big
bct_rotisserie_rate_rpm,457,0,sn,16,0.000381972,RPM,Desired Sun Rot Rate (RPM),,,,big
bct_adcs_mode,459,0,dn,8,1,0/SUN_POINT 1/FINE_REF_POINT 2/SEARCH_INIT 3/SEARCHING 4/WAITING 5/CONVERGING 6/ON_SUN 7/NOT_ACTIVE,ADCS Mode,0/SUN_POINT 1/FINE_REF_POINT 2/SEARCH_INIT 3/SEARCHING 4/WAITING 5/CONVERGING 6/ON_SUN 7/NOT_ACTIVE,0,7,big
bct_safe_mode_reason,460,0,dn,8,1,1/BOOT 2/COMMAND 4/ATTITUDE_INVALID 8/TIME_INVALID 12/ATTITUDE_TIME_INVALID 16/REFS_INVALID,Safe Mode Reason,1/BOOT 2/COMMAND 4/ATTITUDE_INVALID 8/TIME_INVALID 12/ATTITUDE_TIME_INVALID 16/REFS_INVALID,1,16,big
bct_recommend_sun_point,461,0,dn,8,1,1/YES 0/NO,RecommendSunPoint,1/YES 0/NO,0,1,big
bct_theta_err1,462,0,sn,16,0.001,rad,thetaErr,,,,big
bct_theta_err2,464,0,sn,16,0.001,rad,thetaErr,,,,big
bct_theta_err3,466,0,sn,16,0.001,rad,thetaErr,,,,big
bct_drag_est1,468,0,sn,16,0.01,rad/sec/sec,Wheel Est. Drag,,,,big
bct_drag_est2,470,0,sn,16,0.01,rad/sec/sec,Wheel Est. Drag,,,,big
bct_drag_est3,472,0,sn,16,0.01,rad/sec/sec,Wheel Est. Drag,,,,big
bct_obs_angle_residual1,474,0,sn,16,0.00025,rad,Wheel Angle Residual,,,,big
bct_obs_angle_residual2,476,0,sn,16,0.00025,rad,Wheel Angle Residual,,,,big
bct_obs_angle_residual3,478,0,sn,16,0.00025,rad,Wheel Angle Residual,,,,big
bct_filtered_speed_rpm1,480,0,sn,16,0.40000001,RPM,Wheel Meas Speed,,,,big
bct_filtered_speed_rpm2,482,0,sn,16,0.40000001,RPM,Wheel Meas Speed,,,,big
bct_filtered_speed_rpm3,484,0,sn,16,0.40000001,RPM,Wheel Meas Speed,,,,big
bct_speed_cmd_rpm1,486,0,sn,16,0.40000001,RPM,Wheel Command Speed,,,,big
bct_speed_cmd_rpm2,488,0,sn,16,0.40000001,RPM,Wheel Command Speed,,,,big
bct_speed_cmd_rpm3,490,0,sn,16,0.40000001,RPM,Wheel Command Speed,,,,big
bct_torque_cmd1,492,0,sn,16,1.00E-07,Nm,Wheel Command Torq,,,,big
bct_torque_cmd2,494,0,sn,16,1.00E-07,Nm,Wheel Command Torq,,,,big
bct_torque_cmd3,496,0,sn,16,1.00E-07,Nm,Wheel Command Torq,,,,big
bct_meas_wheel_current1,498,0,sn,16,0.001,A,Coarse Wheel Current,,,,big
bct_meas_wheel_current2,500,0,sn,16,0.001,A,Coarse Wheel Current,,,,big
bct_meas_wheel_current3,502,0,sn,16,0.001,A,Coarse Wheel Current,,,,big
bct_rw_time,504,0,dn,32,1,usec,Wheel time tag,,,,big
bct_pwm_counts1,508,0,dn,32,1,none,Wheel PWM Counts,,,,big
bct_pwm_counts2,512,0,dn,32,1,none,Wheel PWM Counts,,,,big
bct_pwm_counts3,516,0,dn,32,1,none,Wheel PWM Counts,,,,big
bct_pw_mcmd_ct1,520,0,dn,32,1,none,Wheel PWM Command Counts,,,,big
bct_pw_mcmd_ct2,524,0,dn,32,1,none,Wheel PWM Command Counts,,,,big
bct_pw_mcmd_ct3,528,0,dn,32,1,none,Wheel PWM Command Counts,,,,big
bct_motor_tach_counts1,532,0,dn,16,1,none,Wheel Tach Counts,,,,big
bct_motor_tach_counts2,534,0,dn,16,1,none,Wheel Tach Counts,,,,big
bct_motor_tach_counts3,536,0,dn,16,1,none,Wheel Tach Counts,,,,big
bct_sensor_cal_timer1,538,0,dn,16,1,RWcycles,Cal Cycle Timer,,,,big
bct_sensor_cal_timer2,540,0,dn,16,1,RWcycles,Cal Cycle Timer,,,,big
bct_sensor_cal_timer3,542,0,dn,16,1,RWcycles,Cal Cycle Timer,,,,big
bct_operating_mode1,544,0,dn,8,1,0/IDLE 1/INT 2/EXT,Wheel Operating Mode,0/IDLE 1/INT 2/EXT,0,2,big
bct_operating_mode2,545,0,dn,8,1,0/IDLE 1/INT 2/EXT,Wheel Operating Mode,0/IDLE 1/INT 2/EXT,0,2,big
bct_operating_mode3,546,0,dn,8,1,0/IDLE 1/INT 2/EXT,Wheel Operating Mode,0/IDLE 1/INT 2/EXT,0,2,big
bct_control_mode1,547,0,dn,8,1,0/TRQ 1/SPD 2/PWM 3/ISOLATE,Wheel Control Mode,0/TRQ 1/SPD 2/PWM 3/ISOLATE,0,3,big
bct_control_mode2,548,0,dn,8,1,0/TRQ 1/SPD 2/PWM 3/ISOLATE,Wheel Control Mode,0/TRQ 1/SPD 2/PWM 3/ISOLATE,0,3,big
bct_control_mode3,549,0,dn,8,1,0/TRQ 1/SPD 2/PWM 3/ISOLATE,Wheel Control Mode,0/TRQ 1/SPD 2/PWM 3/ISOLATE,0,3,big
bct_motor_fault_count1,550,0,dn,8,1,faults,Wheel Motor Fault Count,,,,big
bct_motor_fault_count2,551,0,dn,8,1,faults,Wheel Motor Fault Count,,,,big
bct_motor_fault_count3,552,0,dn,8,1,faults,Wheel Motor Fault Count,,,,big
bct_motor_hall_state1,553,0,dn,8,1,none,Motor Hall State,,,,big
bct_motor_hall_state2,554,0,dn,8,1,none,Motor Hall State,,,,big
bct_motor_hall_state3,555,0,dn,8,1,none,Motor Hall State,,,,big
bct_pw_menable1,556,0,dn,8,1,1/YES 0/NO,Wheel PWM Enable,1/YES 0/NO,0,1,big
bct_pw_menable2,557,0,dn,8,1,1/YES 0/NO,Wheel PWM Enable,1/YES 0/NO,0,1,big
bct_pw_menable3,558,0,dn,8,1,1/YES 0/NO,Wheel PWM Enable,1/YES 0/NO,0,1,big
bct_pw_mdirection1,559,0,dn,8,1,0/POS 1/NEG,Wheel PWM Direction,0/POS 1/NEG,0,1,big
bct_pw_mdirection2,560,0,dn,8,1,0/POS 1/NEG,Wheel PWM Direction,0/POS 1/NEG,0,1,big
bct_pw_mdirection3,561,0,dn,8,1,0/POS 1/NEG,Wheel PWM Direction,0/POS 1/NEG,0,1,big
bct_pw_mcmd_dir1,562,0,dn,8,1,0/POS 1/NEG,Wheel PWM Command Direction,0/POS 1/NEG,0,1,big
bct_pw_mcmd_dir2,563,0,dn,8,1,0/POS 1/NEG,Wheel PWM Command Direction,0/POS 1/NEG,0,1,big
bct_pw_mcmd_dir3,564,0,dn,8,1,0/POS 1/NEG,Wheel PWM Command Direction,0/POS 1/NEG,0,1,big
bct_rw_test_mode,565,0,dn,8,1,0/OFF 1/ON,Wheel Test Mode,0/OFF 1/ON,0,1,big
bct_attitude_st1,566,0,sn,32,4.88E-10,none,Tracker Attitude,,,,big
bct_attitude_st2,570,0,sn,32,4.88E-10,none,Tracker Attitude,,,,big
bct_attitude_st3,574,0,sn,32,4.88E-10,none,Tracker Attitude,,,,big
bct_attitude_st4,578,0,sn,32,4.88E-10,none,Tracker Attitude,,,,big
bct_rate_est1,582,0,sn,16,2.50E-06,rad/sec,Tracker Rate,,,,big
bct_rate_est1_dps,582,0,sn,16,0.000143239,deg/s,Tracker Rate (deg/s),,,,big
bct_rate_est1_rpm,582,0,sn,16,2.39E-05,RPM,Tracker Rate (RPM),,,,big
bct_rate_est2,584,0,sn,16,2.50E-06,rad/sec,Tracker Rate,,,,big
bct_rate_est2_dps,584,0,sn,16,0.000143239,deg/s,Tracker Rate (deg/s),,,,big
bct_rate_est2_rpm,584,0,sn,16,2.39E-05,RPM,Tracker Rate (RPM),,,,big
bct_rate_est3,586,0,sn,16,2.50E-06,rad/sec,Tracker Rate,,,,big
bct_rate_est3_dps,586,0,sn,16,0.000143239,deg/s,Tracker Rate (deg/s),,,,big
bct_rate_est3_rpm,586,0,sn,16,2.39E-05,RPM,Tracker Rate (RPM),,,,big
bct_right_asc,588,0,dn,16,0.0055,deg,Tracker Right Ascension,,,,big
bct_declination,590,0,sn,16,0.0055,deg,Tracker Declination,,,,big
bct_roll,592,0,sn,16,0.0055,deg,Tracker Roll,,,,big
bct_att_covariance1,594,0,sn,32,1.47E-14,none,Attitude Covariance,,,,big
bct_att_covariance2,598,0,sn,32,1.47E-14,none,Attitude Covariance,,,,big
bct_att_covariance3,602,0,sn,32,1.47E-14,none,Attitude Covariance,,,,big
bct_att_covariance4,606,0,sn,32,1.47E-14,none,Attitude Covariance,,,,big
bct_att_covariance5,610,0,sn,32,1.47E-14,none,Attitude Covariance,,,,big
bct_att_covariance6,614,0,sn,32,1.47E-14,none,Attitude Covariance,,,,big
bct_maximum_residual,618,0,dn,8,1,arcsec,Maximum Residual,,,,big
bct_maximum_residual_init,619,0,dn,8,1,arcsec,Max Residual 1st pass,,,,big
bct_analog_gain_eu,620,0,dn,8,0.5,none,Analog Gain,,,,big
bct_mag_bright,621,0,dn,8,0.039999999,none,Bright Magnitude Limit,,,,big
bct_mag_dim,622,0,dn,8,0.039999999,none,Dim Magnitude Limit,,,,big
bct_peak_noise_all_trk_blks,623,0,dn,8,4,counts,Peak 3-Sigma Noise,,,,big
bct_peak_bckgnd_all_trk_blks,624,0,dn,8,4,counts,Peak Mean Background,,,,big
bct_median_noise_all_trk_blks,625,0,dn,8,4,counts,Median 3-Sigma noise,,,,big
bct_median_bckgnd_all_trk_blks,626,0,dn,8,4,counts,Median Mean Bkgd,,,,big
bct_fov_rate_x,627,0,sn,16,5.00E-06,rad/sec,FOV Rate X,,,,big
bct_fov_rate_x_dps,627,0,sn,16,0.000286479,deg/s,FOV Rate X (deg/s),,,,big
bct_fov_rate_x_rpm,627,0,sn,16,4.77E-05,RPM,FOV Rate X (RPM),,,,big
bct_fov_rate_y,629,0,sn,16,5.00E-06,rad/sec,FOV Rate Y,,,,big
bct_fov_rate_y_dps,629,0,sn,16,0.000286479,deg/s,FOV Rate Y (deg/s),,,,big
bct_fov_rate_y_rpm,629,0,sn,16,4.77E-05,RPM,FOV Rate Y (RPM),,,,big
bct_operating_mode,631,0,dn,8,1,0/IDLE 1/INITIALIZE 2/STARID 3/TRACK 4/PHOTO 5/CAL,Tracker Operating Mode,0/IDLE 1/INITIALIZE 2/STARID 3/TRACK 4/PHOTO 5/CAL,,,big
bct_star_id_step,632,0,dn,8,1,0/IDLE 1/INITIALIZE 2/WAITING_FOR_IMAGE1 3/WAITING_FOR_IMAGE2 4/CALCULATE_RATE 5/MAKE_UNIT_VECTORS 6/AWAITING_TRISTAR 7/OK_FOUND_4 8/OK_FOUND_3 9/TIME_OUT 10/SPARE 11/NO_MATCH,Star ID Step,0/IDLE 1/INITIALIZE 2/WAITING_FOR_IMAGE1 3/WAITING_FOR_IMAGE2 4/CALCULATE_RATE 5/MAKE_UNIT_VECTORS 6/AWAITING_TRISTAR 7/OK_FOUND_4 8/OK_FOUND_3 9/TIME_OUT 10/SPARE 11/NO_MATCH,,,big
bct_id_status,633,0,dn,8,1,0/IDLE 1/INITIALIZE 2/WAITING_FOR_IMAGE1 3/WAITING_FOR_IMAGE2 4/CALCULATE_RATE 5/MAKE_UNIT_VECTORS 6/AWAITING_TRISTAR 7/OK_FOUND_4 8/OK_FOUND_3 9/TIME_OUT 10/SPARE 11/NO_MATCH,Star ID Status,0/IDLE 1/INITIALIZE 2/WAITING_FOR_IMAGE1 3/WAITING_FOR_IMAGE2 4/CALCULATE_RATE 5/MAKE_UNIT_VECTORS 6/AWAITING_TRISTAR 7/OK_FOUND_4 8/OK_FOUND_3 9/TIME_OUT 10/SPARE 11/NO_MATCH,,,big
bct_id_status_save,634,0,dn,8,1,0/IDLE 1/INITIALIZE 2/WAITING_FOR_IMAGE1 3/WAITING_FOR_IMAGE2 4/CALCULATE_RATE 5/MAKE_UNIT_VECTORS 6/AWAITING_TRISTAR 7/OK_FOUND_4 8/OK_FOUND_3 9/TIME_OUT 10/SPARE 11/NO_MATCH,Star ID Status Saved,0/IDLE 1/INITIALIZE 2/WAITING_FOR_IMAGE1 3/WAITING_FOR_IMAGE2 4/CALCULATE_RATE 5/MAKE_UNIT_VECTORS 6/AWAITING_TRISTAR 7/OK_FOUND_4 8/OK_FOUND_3 9/TIME_OUT 10/SPARE 11/NO_MATCH,,,big
bct_att_status,635,0,dn,8,1,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,Tracker Attitude Status,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,,,big
bct_rate_est_status,636,0,dn,8,1,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,Tracker Rate Est Status,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,,,big
bct_rate_aid_status,637,0,dn,8,1,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,Rate Aid Status,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,,,big
bct_vel_aid_status,638,0,dn,8,1,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,Velocity Aid Status,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,,,big
bct_att_aid_status,639,0,dn,8,1,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,Attitude Aid Status,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,,,big
bct_vector_aid_status,640,0,dn,8,1,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,Vector Aid Status,0/OK 1/PENDING 2/BAD 3/TOO_FEW_STARS 4/QUEST_FAILED 5/RESIDUALS_TOO_HIGH 6/TOO_CLOSE_TO_EDGE 7/PIX_AMP_TOO_LOW 8/PIX_AMP_TOO_HIGH 9/BACKGND_TOO_HIGH 10/TRACK_FAILURE 11/PIX_SUM_TOO_LOW 12/UNUSED 13/TOO_DIM_FOR_STARID 14/TOO_MANY_GROUPS 15/TOO_FEW_GROUPS 16/CHANNEL_DISABLED 17/TRACK_BLK_OVERLAP 18/OK_FOR_STARID 19/TOO_CLOSE_TO_OTHER 20/TOO_MANY_PIXELS 21/TOO_MANY_COLUMNS 22/TOO_MANY_ROWS 23/OPEN 24/CLOSED 25/RATE_TOO_HIGH,,,big
bct_att_time_tag,641,0,dn,32,1,usec,Star Tracker Time Tag,,,,big
bct_num_id_patterns_tried,645,0,dn,32,1,none,Num ID Patterns Tried,,,,big
bct_pixel_amp_threshold,649,0,dn,8,4,counts,Pixel Ampl Threshold,,,,big
bct_amplitude_offset,650,0,dn,8,1,counts,Amplitude Offset,,,,big
bct_current_tint,651,0,dn,32,1,usec,Current Tint,,,,big
bct_video_address,655,0,dn,32,1,none,Video Start Address,,,,big
bct_maximum_residual_id,659,0,dn,16,1,none,Maximum Residual ID,,,,big
bct_maximum_residual_id_init,661,0,dn,16,1,none,Max Residual ID 1st pass,,,,big
bct_max_row_bckgnd_post_comp,663,0,dn,16,1,counts,Max Background Level,,,,big
bct_det_timeout_count,665,0,dn,16,1,counts,Number of detector timeouts,,,,big
bct_num_pix_groups_for_id,667,0,dn,8,1,none,Num Pixel Groups,,,,big
bct_id_tolerance,668,0,dn,8,1,arcsec,StarID Tolerance,,,,big
bct_num_of_att_loops,669,0,dn,8,1,none,Num Attitude Loops,,,,big
bct_num_attitude_stars,670,0,dn,8,1,none,Num Stars Used in Att,,,,big
bct_num_stars_high_residual,671,0,dn,8,1,none,Num Stars High Residual,,,,big
bct_auto_black_enable,672,0,dn,8,1,1/YES 0/NO,Auto Black Enable,1/YES 0/NO,,,big
bct_black_level,673,0,dn,8,1,counts,Black Level,,,,big
bct_num_stars_on_fov,674,0,dn,8,1,none,Num Stars on FOV,,,,big
bct_num_track_blocks_issued,675,0,dn,8,1,none,Num Track Blocks Issued,,,,big
bct_num_track_stars,676,0,dn,8,1,none,Num Tracked Stars,,,,big
bct_num_id_stars,677,0,dn,8,1,none,Num ID Stars,,,,big
bct_fs_wcounter,678,0,dn,8,1,STcycles,FSW Counter,,,,big
bct_auto_track,679,0,dn,8,1,1/YES 0/NO,Auto Track from Star ID,1/YES 0/NO,,,big
bct_auto_integration,680,0,dn,8,1,1/YES 0/NO,Auto Integration Adjust,1/YES 0/NO,,,big
bct_auto_gain,681,0,dn,8,1,1/YES 0/NO,Auto Gain Adjust,1/YES 0/NO,,,big
bct_test_mode,682,0,dn,8,1,TBD,Test Mode,,,,big
bct_fpga_det_timeout,683,0,dn,8,1,1/YES 0/NO,Fpga Detector Timeout,1/YES 0/NO,,,big
bct_store_seq_images,684,0,dn,8,1,1/YES 0/NO,Store Sequential Images,1/YES 0/NO,,,big
bct_track_ref_available,685,0,dn,8,1,1/YES 0/NO,Track Ref Available,1/YES 0/NO,,,big
bct_image_index,686,0,dn,8,1,none,Current Image Index,,,,big
bct_ref_index,687,0,dn,8,1,none,Reference Image Index,,,,big
bct_num_bright_stars,688,0,dn,8,1,none,Number of Bright Stars,,,,big
bct_image_filter_enabled,689,0,dn,8,1,none,Image Filter Enabled,,,,big
bct_position_error1,690,0,sn,32,2.00E-09,rad,Attitude Error,,,,big
bct_position_error2,694,0,sn,32,2.00E-09,rad,Attitude Error,,,,big
bct_position_error3,698,0,sn,32,2.00E-09,rad,Attitude Error,,,,big
bct_rate_error1,702,0,sn,32,5.00E-09,rad/sec,Rate Error,,,,big
bct_rate_error1_dps,702,0,sn,32,2.86E-07,deg/s,Rate Error (deg/s),,,,big
bct_rate_error1_rpm,702,0,sn,32,4.77E-08,RPM,Rate Error (RPM),,,,big
bct_rate_error2,706,0,sn,32,5.00E-09,rad/sec,Rate Error,,,,big
bct_rate_error2_dps,706,0,sn,32,2.86E-07,deg/s,Rate Error (deg/s),,,,big
bct_rate_error2_rpm,706,0,sn,32,4.77E-08,RPM,Rate Error (RPM),,,,big
bct_rate_error3,710,0,sn,32,5.00E-09,rad/sec,Rate Error,,,,big
bct_rate_error3_dps,710,0,sn,32,2.86E-07,deg/s,Rate Error (deg/s),,,,big
bct_rate_error3_rpm,710,0,sn,32,4.77E-08,RPM,Rate Error (RPM),,,,big
bct_integral_error1,714,0,sn,16,1.00E-05,rad,Integral Error,,,,big
bct_integral_error2,716,0,sn,16,1.00E-05,rad,Integral Error,,,,big
bct_integral_error3,718,0,sn,16,1.00E-05,rad,Integral Error,,,,big
bct_eigen_error,720,0,dn,32,1.52E-09,rad,Eigen Error,,,,big
bct_max_rate1,724,0,dn,16,0.0002,rad/sec,Commanded Rate Lim,,,,big
